gene,arm
PLEK2,14q
PLEKHD1,14q
PLEKHG3,14q
PLEKHH1,14q
PNMA1,14q
PNN,14q
PNP,14q
POLE2,14q
POMT2,14q
POTEG,14q
POTEH-AS1,22q
POTEM,14q
PPM1A,14q
PPP1R13B,14q
PPP1R36,14q
PPP1R3E,14q
PPP2R3C,14q
PPP2R5C,14q
PPP2R5E,14q
PPP4R3A,14q
PPP4R4,14q
PRIMA1,14q
PRKCH,14q
PRKD1,14q
PRMT5,14q
PRMT5-AS1,14q
PRORP,14q
PROX2,14q
PRPF39,14q
PSEN1,14q
PSMA3,14q
PSMA3-AS1,14q
PSMA6,14q
PSMB11,14q
PSMB5,14q
PSMC1,14q
PSMC6,14q
PSME1,14q
PSME2,14q
PTCSC3,14q
PTGDR,14q
PTGER2,14q
PTGR2,14q
PTPN21,14q
PYGL,14q
RAB15,14q
RAB2B,14q
RABGGTA,14q
RAD51B,14q
RALGAPA1,14q
RBM23,14q
RBM25,14q
RCOR1,14q
RD3L,14q
RDH11,14q
RDH12,14q
REC8,14q
REM2,14q
RGS6,14q
RHOJ,14q
RIN3,14q
RIOX1,14q
RIPK3,14q
RN7SL1,14q
RN7SL2,14q
RN7SL3,14q
RNASE1,14q
RNASE10,14q
RNASE11,14q
RNASE12,14q
RNASE13,14q
RNASE2,14q
RNASE3,14q
RNASE4,14q
RNASE6,14q
RNASE7,14q
RNASE8,14q
RNASE9,14q
RNF212B,14q
RNF31,14q
RPGRIP1,14q
RPL10L,14q
RPL13AP3,14q
RPL36AL,14q
RPPH1,14q
RPS29,14q
RPS6KA5,14q
RPS6KL1,14q
RTL1,14q
RTN1,14q
RTRAF,14q
SALL2,14q
SALRNA1,14q
SAMD15,14q
SAMD4A,14q
SAV1,14q
SCARNA13,14q
SCFD1,14q
SDR39U1,14q
SEC23A,14q
SEC23A-AS1,14q
SEL1L,14q
SERPINA1,14q
SERPINA10,14q
SERPINA11,14q
SERPINA12,14q
SERPINA13P,14q
SERPINA2,14q
SERPINA3,14q
SERPINA4,14q
SERPINA5,14q
SERPINA6,14q
SERPINA9,14q
SETD3,14q
SFTA3,14q
SGPP1,14q
SIPA1L1,14q
SIVA1,14q
SIX1,14q
SIX4,14q
SIX6,14q
SLC10A1,14q
SLC22A17,14q
SLC24A4,14q
SLC25A21,14q
SLC25A21-AS1,14q
SLC25A29,14q
SLC25A47,14q
SLC35F4,14q
SLC38A6,14q
SLC39A2,14q
SLC39A9,14q
SLC7A7,14q
SLC7A8,14q
SLC8A3,14q
SLIRP,14q
SMOC1,14q
SNAPC1,14q
SNHG10,14q
SNORA101B,14q
SNORA11B,14q
SNORA28,14q
SNORA79,14q
SNORA79B,14q
SNORA89,14q
SNORD112,14q
SNORD113-1,14q
SNORD113-2,14q
SNORD113-3,14q
SNORD113-4,14q
SNORD113-5,14q
SNORD113-6,14q
SNORD113-7,14q
SNORD113-8,14q
SNORD113-9,14q
SNORD114-1,14q
SNORD114-10,14q
SNORD114-11,14q
SNORD114-12,14q
SNORD114-13,14q
SNORD114-14,14q
SNORD114-15,14q
SNORD114-16,14q
SNORD114-17,14q
SNORD114-18,14q
SNORD114-19,14q
SNORD114-2,14q
SNORD114-20,14q
SNORD114-21,14q
SNORD114-22,14q
SNORD114-23,14q
SNORD114-24,14q
SNORD114-25,14q
SNORD114-26,14q
SNORD114-27,14q
SNORD114-28,14q
SNORD114-29,14q
SNORD114-3,14q
SNORD114-30,14q
SNORD114-31,14q
SNORD114-4,14q
SNORD114-5,14q
SNORD114-6,14q
SNORD114-7,14q
SNORD114-8,14q
SNORD114-9,14q
SNORD126,14q
SNORD127,14q
SNORD169,14q
SNORD3P3,14q
SNORD56B,14q
SNORD8,14q
SNORD9,14q
SNW1,14q
SNX6,14q
SOCS4,14q
SOS2,14q
SPATA7,14q
SPTB,14q
SPTLC2,14q
SPTSSA,14q
SRP54,14q
SRP54-AS1,14q
SRSF5,14q
SSTR1,14q
STON2,14q
STRN3,14q
STXBP6,14q
STYX,14q
SUPT16H,14q
SUSD6,14q
SYNDIG1L,14q
SYNE2,14q
SYNE3,14q
SYNJ2BP,14q
SYNJ2BP-COX16,14q
SYT16,14q
TBPL2,14q
TC2N,14q
TCL1A,14q
TCL1B,14q
TCL6,14q
TDP1,14q
TDRD9,14q
TECPR2,14q
TEDC1,14q
TEP1,14q
TEX21P,14q
TEX22,14q
TGFB3,14q
TGM1,14q
THTPA,14q
TIMM9,14q
TINF2,14q
TM9SF1,14q
TMED10,14q
TMED8,14q
TMEM121,14q
TMEM179,14q
TMEM229B,14q
TMEM251,14q
TMEM253,14q
TMEM260,14q
TMEM30B,14q
TMEM63C,14q
TMX1,14q
TNFAIP2,14q
TOGARAM1,14q
TOMM20L,14q
TOX4,14q
TPPP2,14q
TRAF3,14q
TRAPPC6B,14q
TRIM9,14q
TRIP11,14q
TRMT5,14q
TRMT61A,14q
TSHR,14q
TSSK4,14q
TTC5,14q
TTC6,14q
TTC7B,14q
TTC8,14q
TTC9,14q
TTLL5,14q
TUNAR,14q
TXNDC16,14q
UBR7,14q
UNC79,14q
VASH1,14q
VASH1-AS1,14q
VCPKMT,14q
VIPAS39,14q
VRK1,14q
VRTN,14q
VSX2,14q
VTI1B,14q
WARS1,14q
WDHD1,14q
WDR20,14q
WDR25,14q
WDR89,14q
XRCC3,14q
YLPM1,14q
YY1,14q
ZBTB1,14q
ZBTB25,14q
ZBTB42,14q
ZC2HC1C,14q
ZC3H14,14q
ZDHHC22,14q
ZFHX2,14q
ZFP36L1,14q
ZFYVE1,14q
ZFYVE21,14q
ZFYVE26,14q
ZNF219,14q
ZNF410,14q
ZNF839,14q
AAGAB,15q
ABHD17C,15q
ABHD2,15q
ACAN,15q
ACSBG1,15q
ACTC1,15q
ACTG1P17,15q
ADAL,15q
ADAM10,15q
ADAMTS17,15q
ADAMTS7,15q
ADAMTS7P1,15q
ADAMTSL3,15q
ADPGK,15q
ADPGK-AS1,15q
AEN,15q
AGBL1,15q
AGBL1-AS1,15q
AKAP13,15q
ALDH1A2,15q
ALDH1A3,15q
ALPK3,15q
ANKDD1A,15q
ANKRD34C,15q
ANKRD34C-AS1,15q
ANKRD63,15q
ANP32A,15q
ANP32A-IT1,15q
ANP32AP1,15q
ANPEP,15q
ANXA2,15q
AP3B2,15q
AP3S2,15q
AP4E1,15q
APBA2,15q
APH1B,15q
AQP9,15q
AQR,15q
ARHGAP11A,15q
ARHGAP11A-SCG5,15q
ARHGAP11B,15q
ARID3B,15q
ARIH1,15q
ARNT2,15q
ARPIN,15q
ARPIN-AP3S2,15q
ARPP19,15q
ARRDC4,15q
ASB7,15q
ASB9P1,15q
ATP10A,15q
ATP8B4,15q
AVEN,15q
B2M,15q
BAHD1,15q
BBS4,15q
BCL2A1,15q
BCL2L10,15q
BLM,15q
BLOC1S6,15q
BMF,15q
BNC1,15q
BNIP2,15q
BTBD1,15q
BUB1B,15q
BUB1B-PAK6,15q
C15orf32,15q
C15orf39,15q
C15orf40,15q
C15orf48,15q
C15orf54,15q
C15orf56,15q
C15orf61,15q
C15orf62,15q
C15orf65,15q
C2CD4A,15q
C2CD4B,15q
CA12,15q
CALML4,15q
CAPN3,15q
CATSPER2,15q
CATSPER2P1,15q
CCDC32,15q
CCDC33,15q
CCDC9B,15q
CCNB2,15q
CCNDBP1,15q
CCPG1,15q
CD276,15q
CDAN1,15q
CDIN1,15q
CELF6,15q
CEMIP,15q
CEP152,15q
CERNA1,15q
CERS3,15q
CERS3-AS1,15q
CFAP161,15q
CGNL1,15q
CHAC1,15q
CHASERR,15q
CHD2,15q
CHEK2P2,15q
CHP1,15q
CHRFAM7A,15q
CHRM5,15q
CHRNA3,15q
CHRNA5,15q
CHRNA7,15q
CHRNB4,15q
CHST14,15q
CHSY1,15q
CIAO2A,15q
CIB1,15q
CIB2,15q
CILP,15q
CKMT1A,15q
CKMT1B,15q
CLK3,15q
CLN6,15q
CLPX,15q
COMMD4,15q
COMMD4P1,15q
COMMD4P2,15q
COPS2,15q
CORO2B,15q
COX5A,15q
CPEB1,15q
CPEB1-AS1,15q
CPLX3,15q
CRABP1,15q
CRAT37,15q
CRTC3,15q
CRTC3-AS1,15q
CSK,15q
CSNK1A1P1,15q
CSNK1G1,15q
CSPG4,15q
CT62,15q
CTDSPL2,15q
CTSH,15q
CTXN2,15q
CTXND1,15q
CXADRP2,15q
CYFIP1,15q
CYP11A1,15q
CYP19A1,15q
CYP1A1,15q
CYP1A2,15q
DAPK2,15q
DCAF13P3,15q
DDX11L9,15q
DENND4A,15q
DET1,15q
DIS3L,15q
DISP2,15q
DLL4,15q
DMXL2,15q
DNAAF4,15q
DNAAF4-CCPG1,15q
DNAJA4,15q
DNAJC17,15q
DNM1P35,15q
DNM1P41,15q
DNM1P46,15q
DNM1P50,15q
DPH6,15q
DPH6-DT,15q
DPP8,15q
DRAIC,15q
DTWD1,15q
DUOX1,15q
DUOX2,15q
DUOXA1,15q
DUOXA2,15q
DUT,15q
EDC3,15q
EFL1,15q
EFL1P1,15q
EHD4,15q
EHD4-AS1,15q
EID1,15q
EIF2AK4,15q
EIF3J,15q
EIF3J-DT,15q
ELL3,15q
EMC4,15q
EMC7,15q
EPB42,15q
ETFA,15q
EWSAT1,15q
EXD1,15q
FAH,15q
FAM138E,15q
FAM169B,15q
FAM174B,15q
FAM189A1,15q
FAM214A,15q
FAM219B,15q
FAM227B,15q
FAM30C,15q
FAM81A,15q
FAM98B,15q
FAN1,15q
FANCI,15q
FBN1,15q
FBXL22,15q
FBXO22,15q
FEM1B,15q
FES,15q
FGF7,15q
FMN1,15q
FOXB1,15q
FRMD5,15q
FSD2,15q
FSIP1,15q
FURIN,15q
GABARAPL3,15q
GABPB1,15q
GABPB1-AS1,15q
GABPB1-IT1,15q
GABRA5,15q
GABRB3,15q
GABRG3,15q
GABRG3-AS1,15q
GALK2,15q
GANC,15q
GATM,15q
GCHFR,15q
GCNT3,15q
GCOM1,15q
GDPGP1,15q
GJD2,15q
GLCE,15q
GLDN,15q
GNB5,15q
GOLGA2P10,15q
GOLGA2P11,15q
GOLGA2P7,15q
GOLGA6A,15q
GOLGA6B,15q
GOLGA6C,15q
GOLGA6D,15q
GOLGA6L1,15q
GOLGA6L10,15q
GOLGA6L17P,15q
GOLGA6L2,15q
GOLGA6L22,15q
GOLGA6L3,15q
GOLGA6L4,15q
GOLGA6L5P,15q
GOLGA6L6,15q
GOLGA6L7,15q
GOLGA6L9,15q
GOLGA8A,15q
GOLGA8B,15q
GOLGA8CP,15q
GOLGA8DP,15q
GOLGA8EP,15q
GOLGA8F,15q
GOLGA8G,15q
GOLGA8H,15q
GOLGA8IP,15q
GOLGA8J,15q
GOLGA8K,15q
GOLGA8M,15q
GOLGA8N,15q
GOLGA8O,15q
GOLGA8Q,15q
GOLGA8R,15q
GOLGA8S,15q
GOLGA8T,15q
GOLM2,15q
GPR176,15q
GRAMD2A,15q
GREM1,15q
GTF2A2,15q
HACD3,15q
HAPLN3,15q
HAUS2,15q
HCN4,15q
HDC,15q
HDDC3,15q
HDGFL3,15q
HERC1,15q
HERC2,15q
HERC2P10,15q
HERC2P11,15q
HERC2P2,15q
HERC2P3,15q
HERC2P7,15q
HERC2P9,15q
HEXA,15q
HEXA-AS1,15q
HIGD2B,15q
HMG20A,15q
HMGN2P46,15q
HOMER2,15q
HSP90AB4P,15q
HSP90B2P,15q
HYKK,15q
HYPK,15q
ICE2,15q
IDH2,15q
IDH2-DT,15q
IDH3A,15q
IGDCC3,15q
IGDCC4,15q
IGF1R,15q
IGHV1OR15-1,15q
IGHV1OR15-3,15q
IL16,15q
IMP3,15q
INAFM2,15q
INO80,15q
INSYN1,15q
INSYN1-AS1,15q
INTS14,15q
IPW,15q
IQCH,15q
IQCH-AS1,15q
IQGAP1,15q
IRAIN,15q
IREB2,15q
ISG20,15q
ISL2,15q
ISLR,15q
ISLR2,15q
ITGA11,15q
ITPKA,15q
IVD,15q
JMJD7,15q
JMJD7-PLA2G4B,15q
KATNBL1,15q
KBTBD13,15q
KIF23,15q
KIF7,15q
KLF13,15q
KLHL25,15q
KNL1,15q
KNSTRN,15q
LACTB,15q
LARP6,15q
LCMT2,15q
LCTL,15q
LDHAL6B,15q
LEO1,15q
LINC00052,15q
LINC00593,15q
LINC00597,15q
LINC00923,15q
LINC00924,15q
LINC00926,15q
LINC00927,15q
LINC00928,15q
LINC00929,15q
LINC00930,15q
LINC00933,15q
LINC01169,15q
LINC01193,15q
LINC01197,15q
LINC01413,15q
LINC01491,15q
LINC01579,15q
LINC01580,15q
LINC01581,15q
LINC01582,15q
LINC01583,15q
LINC01584,15q
LINC01585,15q
LINC01586,15q
LINC01852,15q
LINC02203,15q
LINC02204,15q
LINC02205,15q
LINC02206,15q
LINC02207,15q
LINC02249,15q
LINC02251,15q
LINC02252,15q
LINC02254,15q
LINC02255,15q
LINC02256,15q
LINC02259,15q
LINC02345,15q
LINC02346,15q
LINC02348,15q
LINC02349,15q
LINC02351,15q
LINC02352,15q
LINC02490,15q
LINC02568,15q
LINC02694,15q
LINC02883,15q
LINGO1,15q
LINGO1-AS1,15q
LINGO1-AS2,15q
LINS1,15q
LIPC,15q
LIPC-AS1,15q
LMAN1L,15q
LOC100128108,15q
LOC100129540,15q
LOC100130111,15q
LOC100131315,15q
LOC100132202,15q
LOC100288203,15q
LOC100288637,15q
LOC100289656,15q
LOC100419583,15q
LOC100422556,15q
LOC100507472,15q
LOC100996413,15q
LOC101927079,15q
LOC101927310,15q
LOC101927751,15q
LOC101928042,15q
LOC101928174,15q
LOC101928414,15q
LOC101928725,15q
LOC101928907,15q
LOC101928988,15q
LOC101929076,15q
LOC101929439,15q
LOC101929457,15q
LOC101929479,15q
LOC101929586,15q
LOC102723335,15q
LOC102723493,15q
LOC102723534,15q
LOC102723623,15q
LOC102724034,15q
LOC102724135,15q
LOC102724452,15q
LOC102724760,15q
LOC102725021,15q
LOC103171574,15q
LOC104613533,15q
LOC105369201,15q
LOC105369212,15q
LOC105370792,15q
LOC105370802,15q
LOC105370829,15q
LOC105370941,15q
LOC105370943,15q
LOC105370954,15q
LOC105370980,15q
LOC105371031,15q
LOC105376731,15q
LOC107984784,15q
LOC145694,15q
LOC145783,15q
LOC145845,15q
LOC283665,15q
LOC283683,15q
LOC283710,15q
LOC283731,15q
LOC338963,15q
LOC400464,15q
LOC440300,15q
LOC440311,15q
LOC642131,15q
LOC645202,15q
LOC645752,15q
LOC646214,15q
LOC646938,15q
LOC727751,15q
LOC91450,15q
LOXL1,15q
LOXL1-AS1,15q
LPCAT4,15q
LRRC28,15q
LRRC49,15q
LRRC57,15q
LRRK1,15q
LTK,15q
LUNAR1,15q
LYSMD2,15q
LYSMD4,15q
MAGEL2,15q
MAN2A2,15q
MAN2C1,15q
MAP1A,15q
MAP2K1,15q
MAP2K5,15q
MAPK6,15q
MAPK6-DT,15q
MAPKBP1,15q
MCTP2,15q
MEF2A,15q
MEGF11,15q
MEIS2,15q
MESD,15q
MESP1,15q
MESP2,15q
MEX3B,15q
MFAP1,15q
MFGE8,15q
MGA,15q
MGC15885,15q
MINAR1,15q
MINDY2,15q
MIR10393,15q
MIR11181,15q
MIR1179,15q
MIR12135,15q
MIR1233-1,15q
MIR1233-2,15q
MIR1266,15q
MIR1268A,9q
MIR1272,15q
MIR1276,15q
MIR1282,15q
MIR1469,15q
MIR147B,15q
MIR184,15q
MIR190A,15q
MIR211,15q
MIR2116,15q
MIR3118-2,15q
MIR3118-3,15q
MIR3118-4,15q
MIR3174,15q
MIR3175,15q
MIR3529,15q
MIR3713,15q
MIR3942,15q
MIR422A,15q
MIR4310,15q
MIR4311,15q
MIR4312,15q
MIR4313,15q
MIR4508,15q
MIR4509-1,15q
MIR4509-2,15q
MIR4509-3,15q
MIR4510,15q
MIR4511,15q
MIR4512,15q
MIR4513,15q
MIR4514,15q
MIR4515,15q
MIR4712,15q
MIR4713,15q
MIR4713HG,15q
MIR4714,15q
MIR4715,15q
MIR4716,15q
MIR5009,15q
MIR5094,15q
MIR548AP,15q
MIR549A,15q
MIR5572,15q
MIR5701-1,15q
MIR5701-2,15q
MIR5701-3,15q
MIR6085,15q
MIR626,15q
MIR627,15q
MIR628,15q
MIR629,15q
MIR630,15q
MIR631,15q
MIR6766,15q
MIR6881,15q
MIR6882,15q
MIR7-2,15q
MIR7706,15q
MIR7973-1,15q
MIR7973-2,15q
MIR8063,15q
MIR8067,15q
MIR9-3,15q
MIR9-3HG,15q
MKRN3,15q
MNS1,15q
MORF4L1,15q
MPI,15q
MRPL42P5,15q
MRPL46,15q
MRPS11,15q
MTFMT,15q
MTHFS,15q
MTMR10,15q
MYEF2,15q
MYO1E,15q
MYO5A,15q
MYO5C,15q
MYO9A,15q
MYZAP,15q
NANOGP8,15q
NBEAP1,15q
NDN,15q
NDUFAF1,15q
NDUFAF4P1,15q
NEDD4,15q
NEIL1,15q
NEO1,15q
NF1P2,15q
NGRN,15q
NIPA1,15q
NIPA2,15q
NMB,15q
NOP10,15q
NOX5,15q
NPAP1,15q
NPTN,15q
NPTN-IT1,15q
NR2E3,15q
NR2F2,15q
NR2F2-AS1,15q
NRG4,15q
NSMCE3,15q
NTRK3,15q
NTRK3-AS1,15q
NUSAP1,15q
NUTM1,15q
OAZ2,15q
OCA2,15q
ODF3L1,15q
OIP5,15q
OIP5-AS1,15q
ONECUT1,15q
OR4F13P,15q
OR4F15,15q
OR4F4,15q
OR4F6,15q
OR4M2,15q
OR4N3P,15q
OR4N4,15q
OR4N4C,15q
OTUD7A,15q
PAK6,15q
PAQR5,15q
PARP16,15q
PARP6,15q
PATL2,15q
PCAT29,15q
PCLAF,15q
PCSK6,15q
PCSK6-AS1,15q
PDCD6IPP2,15q
PDCD7,15q
PDE8A,15q
PDIA3,15q
PEAK1,15q
PEX11A,15q
PGBD4,15q
PGPEP1L,15q
PHGR1,15q
PIAS1,15q
PIF1,15q
PIGB,15q
PIGBOS1,15q
PIN4P1,15q
PKM,15q
PLA2G4B,15q
PLA2G4D,15q
PLA2G4E,15q
PLA2G4E-AS1,15q
PLA2G4F,15q
PLCB2,15q
PLEKHO2,15q
PLIN1,15q
PML,15q
POLG,15q
POLR2M,15q
POTEB,15q
POTEB2,15q
POTEB3,15q
PPCDC,15q
PPIAP46,15q
PPIB,15q
PPIP5K1,15q
PPIP5K1P1-CATSPER2,15q
PPP1R14D,15q
PRC1,15q
PRC1-AS1,15q
PRKXP1,15q
PRTG,15q
PSMA4,15q
PSTPIP1,15q
PTPN9,15q
PWAR1,15q
PWAR4,15q
PWAR5,15q
PWAR6,15q
PWARSN,15q
PWRN1,15q
PWRN2,15q
PWRN3,15q
PWRN4,15q
PYGO1,15q
RAB11A,15q
RAB27A,15q
RAB8B,15q
RAD51,15q
RAD51-AS1,15q
RAMAC,15q
RASGRF1,15q
RASGRP1,15q
RASL12,15q
RBPMS2,15q
RCCD1,15q
RCN2,15q
REC114,15q
REREP3,15q
RFX7,15q
RGMA,15q
RHCG,15q
RHOV,15q
RLBP1,15q
RMDN3,15q
RNF111,15q
RNU5A-1,15q
RNU5B-1,15q
RORA,15q
RORA-AS1,15q
RORA-AS2,15q
RPAP1,15q
RPL4,15q
RPLP1,15q
RPP25,15q
RPS17,15q
RPS27L,15q
RPUSD2,15q
RSL24D1,15q
RTF1,15q
RYR3,15q
RYR3-DT,15q
SALRNA2,15q
SALRNA3,15q
SAXO2,15q
SCAMP2,15q
SCAMP5,15q
SCAND2P,15q
SCAPER,15q
SCARNA14,15q
SCARNA15,15q
SCG3,15q
SCG5,15q
SCG5-AS1,15q
SEC11A,15q
SECISBP2L,15q
SELENOS,15q
SEMA4B,15q
SEMA6D,15q
SEMA7A,15q
SENP8,15q
SERF2,15q
SERF2-C15ORF63,15q
SERINC4,15q
SH2D7,15q
SH3GL3,15q
SHC4,15q
SHF,15q
SIN3A,15q
SKOR1,15q
SLC12A1,15q
SLC12A6,15q
SLC24A1,15q
SLC24A5,15q
SLC27A2,15q
SLC28A1,15q
SLC28A2,15q
SLC30A4,15q
SLC51B,15q
SLCO3A1,15q
SLTM,15q
SMAD3,15q
SMAD6,15q
SNAP23,15q
SNAPC5,15q
SNHG14,15q
SNHG21,15q
SNORA24B,15q
SNORA41B,15q
SNORD107,15q
SNORD108,15q
SNORD109A,15q
SNORD109B,15q
SNORD115-1,15q
SNORD115-10,15q
SNORD115-11,15q
SNORD115-12,15q
SNORD115-13,15q
SNORD115-14,15q
SNORD115-15,15q
SNORD115-16,15q
SNORD115-17,15q
SNORD115-18,15q
SNORD115-19,15q
SNORD115-2,15q
SNORD115-20,15q
SNORD115-21,15q
SNORD115-22,15q
SNORD115-23,15q
SNORD115-24,15q
SNORD115-25,15q
SNORD115-26,15q
SNORD115-27,15q
SNORD115-28,15q
SNORD115-29,15q
SNORD115-3,15q
SNORD115-30,15q
SNORD115-31,15q
SNORD115-32,15q
SNORD115-33,15q
SNORD115-34,15q
SNORD115-35,15q
SNORD115-36,15q
SNORD115-37,15q
SNORD115-38,15q
SNORD115-39,15q
SNORD115-4,15q
SNORD115-40,15q
SNORD115-41,15q
SNORD115-42,15q
SNORD115-43,15q
SNORD115-44,15q
SNORD115-45,15q
SNORD115-46,15q
SNORD115-47,15q
SNORD115-48,15q
SNORD115-5,15q
SNORD115-6,15q
SNORD115-7,15q
SNORD115-8,15q
SNORD115-9,15q
SNORD116-1,15q
SNORD116-10,15q
SNORD116-11,15q
SNORD116-12,15q
SNORD116-13,15q
SNORD116-14,15q
SNORD116-15,15q
SNORD116-16,15q
SNORD116-17,15q
SNORD116-18,15q
SNORD116-19,15q
SNORD116-2,15q
SNORD116-20,15q
SNORD116-21,15q
SNORD116-22,15q
SNORD116-23,15q
SNORD116-24,15q
SNORD116-25,15q
SNORD116-26,15q
SNORD116-27,15q
SNORD116-28,15q
SNORD116-29,15q
SNORD116-3,15q
SNORD116-30,15q
SNORD116-4,15q
SNORD116-5,15q
SNORD116-6,15q
SNORD116-7,15q
SNORD116-8,15q
SNORD116-9,15q
SNORD13D,15q
SNORD13E,15q
SNORD16,15q
SNORD18A,15q
SNORD18B,15q
SNORD18C,15q
SNORD64,15q
SNRPA1,15q
SNRPN,15q
SNUPN,15q
SNURF,15q
SNX1,15q
SNX22,15q
SNX33,15q
SORD,15q
SORD2P,15q
SPATA41,15q
SPATA5L1,15q
SPATA8,15q
SPATA8-AS1,15q
SPESP1,15q
SPG11,15q
SPG21,15q
SPINT1,15q
SPINT1-AS1,15q
SPPL2A,15q
SPRED1,15q
SPTBN5,15q
SQOR,15q
SRP14,15q
SRP14-AS1,15q
ST20,15q
ST20-AS1,15q
ST20-MTHFS,15q
ST8SIA2,15q
STARD5,15q
STARD9,15q
STOML1,15q
STRA6,15q
STRC,15q
STRCP1,15q
SV2B,15q
SYNM,15q
TARS3,15q
TBC1D21,15q
TBC1D2B,15q
TCF12,15q
TERB2,15q
TEX9,15q
TGM5,15q
TGM7,15q
THAP10,15q
THBS1,15q
THSD4,15q
THSD4-AS1,15q
THSD4-AS2,15q
TICRR,15q
TIPIN,15q
TJP1,15q
TLE3,15q
TLN2,15q
TLNRD1,15q
TM2D3,15q
TM6SF1,15q
TMC3,15q
TMC3-AS1,15q
TMCO5A,15q
TMCO5B,15q
TMED3,15q
TMEM202,15q
TMEM202-AS1,15q
TMEM266,15q
TMEM62,15q
TMEM87A,15q
TMOD2,15q
TMOD3,15q
TNFAIP8L3,15q
TP53BP1,15q
TPM1,15q
TPM1-AS,15q
TRIM69,15q
TRIP4,15q
TRPM1,15q
TRPM7,15q
TSPAN3,15q
TTBK2,15q
TTC23,15q
TTLL13P,15q
TUBGCP4,15q
TUBGCP5,15q
TYRO3,15q
TYRO3P,15q
UACA,15q
UBAP1L,15q
UBE2Q2,15q
UBE2Q2L,15q
UBE2Q2P1,15q
UBE2Q2P2,15q
UBE3A,15q
UBL7,15q
UBL7-AS1,15q
UBR1,15q
ULK3,15q
ULK4P1,15q
ULK4P2,15q
ULK4P3,15q
UNC13C,15q
UNC45A,15q
USP3,15q
USP3-AS1,15q
USP50,15q
USP8,15q
VPS13C,15q
VPS18,15q
VPS33B,15q
VPS33B-DT,15q
VPS39,15q
WASH3P,15q
WDR61,15q
WDR72,15q
WDR73,15q
WDR76,15q
WDR93,15q
WHAMM,15q
WHAMMP1,15q
WHAMMP2,15q
WHAMMP3,15q
ZFAND6,15q
ZFYVE19,15q
ZNF106,15q
ZNF280D,15q
ZNF592,15q
ZNF609,15q
ZNF710,15q
ZNF710-AS1,15q
ZNF770,15q
ZNF774,15q
ZSCAN2,15q
ZSCAN29,15q
ZWILCH,15q
AARS1,16q
ABAT,16p
ABCA17P,16p
ABCA3,16p
ABCC1,16p
ABCC11,16q
ABCC12,16q
ABCC6,16p
ABCC6P1,16p
ABCC6P2,16p
ACD,16q
ACSF3,16q
ACSM1,16p
ACSM2A,16p
ACSM2B,16p
ACSM3,16p
ACSM5,16p
ADAD2,16q
ADAM3B,16q
ADAMTS18,16q
ADAT1,16q
ADCY7,16q
ADCY9,16p
ADGRG1,16q
ADGRG3,16q
ADGRG5,16q
AFG3L1P,16q
AGRP,16q
AHSP,16p
AKTIP,16q
ALDOA,16p
ALG1,16p
AMDHD2,16p
AMFR,16q
ANKRD11,16q
ANKRD26P1,16q
ANKS3,16p
ANKS4B,16p
ANTKMT,16p
AP1G1,16q
APOBR,16p
APOOP5,16q
APRT,16q
AQP8,16p
ARHGAP17,16p
ARHGDIG,16p
ARL2BP,16q
ARL6IP1,16p
ARLNC1,16q
ARMC5,16p
ASPHD1,16p
ATF7IP2,16p
ATMIN,16q
ATP2A1,16p
ATP2A1-AS1,16p
ATP2C2,16q
ATP2C2-AS1,16q
ATP6V0C,16p
ATP6V0D1,16q
ATXN1L,16q
ATXN2L,16p
AXIN1,16p
B3GNT9,16q
BAIAP3,16p
BANP,16q
BBS2,16q
BCAR1,16q
BCAR4,16p
BCKDK,16p
BCL7C,16p
BCO1,16q
BEAN1,16q
BEAN1-AS1,16q
BFAR,16p
BICDL2,16p
BMERB1,16p
BOLA2,16p
BOLA2-SMG1P6,16p
BOLA2B,16p
BRD7,16q
BRICD5,16p
C16orf46,16q
C16orf54,16p
C16orf70,16q
C16orf71,16p
C16orf72,16p
C16orf74,16q
C16orf78,16q
C16orf82,16p
C16orf86,16q
C16orf87,16q
C16orf89,16p
C16orf90,16p
C16orf91,16p
C16orf92,16p
C16orf95,16q
C16orf96,16p
C1QTNF8,16p
CA5A,16q
CA7,16q
CACNA1H,16p
CACNG3,16p
CALB2,16q
CAPN15,16p
CAPNS2,16q
CARHSP1,16p
CARMIL2,16q
CASC16,16q
CASC22,16q
CASKIN1,16p
CASP16P,16p
CBFA2T3,16q
CBFB,16q
CBLN1,16q
CCDC102A,16q
CCDC113,16q
CCDC154,16p
CCDC189,16p
CCDC78,16p
CCL17,16q
CCL22,16q
CCNF,16p
CCNYL3,16p
CCP110,16p
CD19,16p
CD2BP2,16p
CDH1,16q
CDH11,16q
CDH13,16q
CDH15,16q
CDH16,16q
CDH3,16q
CDH5,16q
CDH8,16q
CDIP1,16p
CDIPT,16p
CDIPTOSP,16p
CDK10,16q
CDR2,16p
CDT1,16q
CDYL2,16q
CEMP1,16p
CENPBD1,16q
CENPN,16q
CENPT,16q
CEP20,16p
CEROX1,16p
CES1,16q
CES1P1,16q
CES1P2,16q
CES2,16q
CES3,16q
CES4A,16q
CES5A,16q
CETP,16q
CFAP20,16q
CFDP1,16q
CHD9,16q
CHMP1A,16q
CHP2,16p
CHST4,16q
CHST5,16q
CHST6,16q
CHTF18,16p
CHTF8,16q
CIAO2B,16q
CIAO3,16p
CIAPIN1,16q
CIBAR2,16q
CIITA,16p
CKLF,16q
